employee_id,name,datetime,department_id,job_id,year,quarter
339,Penelopa Bransby,2021-10-25 07:38:11+00:00,10,76,2021,2021Q4
340,Not Specified,2022-01-13 21:09:49+00:00,4,45,2022,2022Q1
341,Bordy Greenman,2021-05-27 03:29:36+00:00,6,61,2021,2021Q2
342,Nathanil Conry,2022-02-11 16:30:12+00:00,5,71,2022,2022Q1
343,Celestina Eate,2022-01-28 10:57:28+00:00,8,29,2022,2022Q1
344,Christen Gilbane,2021-10-11 13:02:28+00:00,9,105,2021,2021Q4
345,Corenda Dubbin,2021-03-06 14:32:27+00:00,1,136,2021,2021Q1
346,Iris Cariss,2021-06-19 14:35:51+00:00,7,75,2021,2021Q2
347,Sumner Gladdis,2022-01-22 09:29:43+00:00,7,77,2022,2022Q1
348,Benny Bachelor,2021-04-05 09:33:59+00:00,6,47,2021,2021Q2
349,Winona Dudhill,2021-04-28 23:14:25+00:00,8,95,2021,2021Q2
350,Not Specified,2021-07-13 23:34:40+00:00,10,86,2021,2021Q3
351,Weston Rouchy,2021-10-29 06:10:25+00:00,1,26,2021,2021Q4
352,Eunice Sherbrooke,2022-01-14 13:27:30+00:00,9,106,2022,2022Q1
353,Raul Farbrace,2021-10-05 11:28:11+00:00,8,57,2021,2021Q4
354,Cobby Solomon,2021-10-03 06:03:40+00:00,5,28,2021,2021Q4
355,Carina Libreros,2021-08-02 02:46:45+00:00,5,22,2021,2021Q3
356,Johnnie Middle,2021-07-06 19:13:15+00:00,3,44,2021,2021Q3
357,Jocelyne Elphinstone,2021-10-14 06:00:13+00:00,5,101,2021,2021Q4
358,Kaycee Hounsom,2021-05-20 08:08:48+00:00,8,37,2021,2021Q2
359,Justine Yurkevich,2021-04-01 15:30:36+00:00,8,148,2021,2021Q2
360,Killy Dracey,2021-04-26 17:23:42+00:00,6,31,2021,2021Q2
361,Ike Forgie,2021-06-08 15:10:58+00:00,6,16,2021,2021Q2
362,Melodee Suckling,2021-09-28 18:37:19+00:00,5,65,2021,2021Q3
363,Cassi Woodard,2021-10-28 21:33:54+00:00,6,21,2021,2021Q4
364,Ora Giovanizio,2021-07-07 13:26:49+00:00,3,58,2021,2021Q3
365,Fredelia Fendt,2021-10-22 13:11:20+00:00,7,98,2021,2021Q4
366,Renee Stoddard,2021-12-30 01:29:43+00:00,4,72,2021,2021Q4
367,Ellary Benasik,2021-09-04 02:00:37+00:00,5,153,2021,2021Q3
368,Rustie O'Leahy,2021-08-03 22:04:17+00:00,3,60,2021,2021Q3
369,Jennifer Walkey,2021-09-08 17:25:22+00:00,10,68,2021,2021Q3
370,Luciana Lindenberg,2022-01-17 10:52:25+00:00,3,35,2022,2022Q1
371,King Benjamin,2022-01-20 02:23:10+00:00,9,113,2022,2022Q1
372,Gabriele Carcas,2022-01-02 14:58:58+00:00,6,50,2022,2022Q1
373,Leisha Uccelli,2021-10-15 07:27:54+00:00,6,114,2021,2021Q4
374,Far Janicek,2021-08-28 05:42:26+00:00,9,56,2021,2021Q3
375,Tracey Cleve,2021-07-23 20:51:44+00:00,6,118,2021,2021Q3
376,Gwenore Hallowes,2021-05-05 21:46:04+00:00,4,23,2021,2021Q2
377,Guendolen Castro,2021-05-11 10:27:43+00:00,8,164,2021,2021Q2
378,Toni Hadleigh,2021-04-29 13:28:25+00:00,8,34,2021,2021Q2
379,Ruth Reilly,2021-11-16 08:24:18+00:00,6,128,2021,2021Q4
380,Grantley Burnyate,2021-11-12 10:44:41+00:00,5,73,2021,2021Q4
381,Stormi Leber,2021-03-30 18:21:20+00:00,9,116,2021,2021Q1
382,Bowie Ramsden,2021-10-09 07:33:53+00:00,5,59,2021,2021Q4
383,Emmott Blaber,2021-03-05 20:54:52+00:00,8,67,2021,2021Q1
384,Milicent Kerner,2021-12-05 16:16:42+00:00,11,121,2021,2021Q4
385,Francine Youings,2021-02-13 04:55:49+00:00,6,38,2021,2021Q1
386,Hattie Cramphorn,2021-10-11 09:49:28+00:00,5,48,2021,2021Q4
387,Dex MacMakin,2021-03-15 16:40:34+00:00,6,40,2021,2021Q1
388,Bo Robion,2021-05-05 12:25:44+00:00,4,61,2021,2021Q2
389,Emmalynne Smither,2021-11-07 10:31:09+00:00,11,76,2021,2021Q4
390,Harp Mayze,2021-04-20 06:26:16+00:00,2,61,2021,2021Q2
391,Rania Brend,2021-11-29 22:31:08+00:00,10,30,2021,2021Q4
392,Cris Trytsman,2021-04-08 11:54:11+00:00,7,124,2021,2021Q2
393,Bogey Hanwell,2022-01-05 17:29:34+00:00,6,75,2022,2022Q1
394,Latrena Brownbill,2021-07-03 23:56:41+00:00,9,72,2021,2021Q3
395,Saidee Haddock,2021-07-15 10:51:30+00:00,5,14,2021,2021Q3
396,Melisandra Scopyn,2021-09-28 09:56:07+00:00,9,18,2021,2021Q3
397,Lefty Checcucci,2021-09-29 16:34:41+00:00,2,59,2021,2021Q3
398,Kaitlin Gamlen,2021-04-21 09:15:22+00:00,11,11,2021,2021Q2
399,Brose De Michele,2021-10-15 00:32:44+00:00,7,97,2021,2021Q4
400,Babita Rusted,2021-04-14 03:05:16+00:00,12,76,2021,2021Q2
401,Kori Twinbourne,2021-07-26 12:54:13+00:00,10,106,2021,2021Q3
402,Hasty Slipper,2021-04-03 07:11:50+00:00,5,108,2021,2021Q2
403,Fergus Weaben,2021-08-06 04:46:14+00:00,11,67,2021,2021Q3
404,Chet Ribeiro,2021-12-30 10:03:59+00:00,6,97,2021,2021Q4
405,Reyna Yatman,2021-03-16 23:50:52+00:00,10,54,2021,2021Q1
406,Isador Martensen,2021-11-25 11:53:35+00:00,6,84,2021,2021Q4
407,Doris Summersett,2021-10-11 22:27:53+00:00,10,77,2021,2021Q4
408,Bonnibelle Dionsetto,2021-06-13 09:09:27+00:00,10,47,2021,2021Q2
409,Annabela Draude,2021-06-27 14:27:18+00:00,7,76,2021,2021Q2
410,Vally Kinnard,2021-03-21 18:25:49+00:00,3,101,2021,2021Q1
411,Dominic Wornum,2021-02-21 23:15:04+00:00,4,36,2021,2021Q1
412,Anna Antalffy,2021-10-10 01:28:17+00:00,9,174,2021,2021Q4
413,Berna Jeffrey,2021-08-02 13:21:07+00:00,10,53,2021,2021Q3
414,Anderea Penhallurick,2021-09-24 20:26:16+00:00,6,71,2021,2021Q3
415,Kari Dimmer,2021-09-02 02:27:38+00:00,9,88,2021,2021Q3
416,Jacquette Plumridge,2021-02-05 01:17:13+00:00,9,48,2021,2021Q1
417,Jeannette Aizikov,2021-12-25 02:47:28+00:00,6,115,2021,2021Q4
418,Gilberta Rippingale,2022-02-12 09:56:21+00:00,3,64,2022,2022Q1
419,Hayward Kropp,2021-11-27 00:10:20+00:00,3,95,2021,2021Q4
420,Devon Nutty,2021-10-19 18:48:33+00:00,4,163,2021,2021Q4
421,Merna Chaimson,2021-02-13 09:52:15+00:00,6,50,2021,2021Q1
422,Monika Lamperd,2021-11-20 10:29:25+00:00,6,78,2021,2021Q4
423,Rozelle Cullingworth,2021-08-08 01:23:27+00:00,4,66,2021,2021Q3
424,Jeana Costanza,2021-07-31 00:51:12+00:00,2,96,2021,2021Q3
425,Brenn Novis,2021-03-05 08:31:17+00:00,8,63,2021,2021Q1
426,Trumaine Danjoie,2021-03-12 13:18:26+00:00,3,78,2021,2021Q1
427,Tara Mertel,2021-06-23 22:34:51+00:00,5,81,2021,2021Q2
428,Kristofor Elfitt,2021-05-12 20:37:50+00:00,10,36,2021,2021Q2
429,Ashbey Olczyk,2021-03-29 08:49:43+00:00,5,79,2021,2021Q1
430,Zed Daymont,2021-08-31 05:39:43+00:00,1,56,2021,2021Q3
431,Vyky Parren,2021-09-16 07:21:28+00:00,10,51,2021,2021Q3
432,Jerrine Clapperton,2022-01-20 22:47:27+00:00,10,45,2022,2022Q1
433,Aarika Britton,2021-11-04 23:49:53+00:00,6,56,2021,2021Q4
434,Bernadina Catlette,2021-09-11 00:27:03+00:00,3,162,2021,2021Q3
435,Eleanora Dootson,2021-10-10 03:18:10+00:00,11,58,2021,2021Q4
436,Chanda Cresser,2021-10-20 12:39:47+00:00,9,144,2021,2021Q4
437,Alwin Erdis,2021-08-28 21:30:46+00:00,10,73,2021,2021Q3
438,Nanine Bertome,2021-09-21 11:01:18+00:00,8,58,2021,2021Q3
439,Florie Allchin,2021-11-27 14:14:20+00:00,8,13,2021,2021Q4
440,Oren Geaveny,2021-04-30 15:56:51+00:00,4,79,2021,2021Q2
441,Irwin Beaulieu,2021-09-08 15:10:49+00:00,5,57,2021,2021Q3
442,Hale Oleszcuk,2021-02-07 17:53:58+00:00,8,41,2021,2021Q1
443,Cherey Iacopini,2022-01-18 23:00:54+00:00,8,64,2022,2022Q1
444,Jacenta Cullnean,2021-09-21 15:57:18+00:00,5,93,2021,2021Q3
445,Gilles Houdhury,2021-09-09 23:54:01+00:00,3,113,2021,2021Q3
446,Risa Simek,2021-11-18 21:46:42+00:00,2,50,2021,2021Q4
447,Midge Delacour,2021-10-28 15:25:45+00:00,7,84,2021,2021Q4
448,Greg Dorie,2021-04-01 04:19:05+00:00,1,47,2021,2021Q2
449,Emory Nobes,2021-03-16 06:56:02+00:00,2,83,2021,2021Q1
450,Loise Bartens,2021-08-30 21:22:26+00:00,10,49,2021,2021Q3
451,Avrit Barrett,2021-02-24 02:15:31+00:00,2,54,2021,2021Q1
452,Truman Davidman,2021-02-09 16:22:58+00:00,8,60,2021,2021Q1
453,Liz McCaghan,2022-02-10 03:35:50+00:00,7,93,2022,2022Q1
454,Gilda Rudolfer,2021-12-20 16:14:04+00:00,4,61,2021,2021Q4
455,Rodge Seston,2022-01-30 00:17:44+00:00,5,60,2022,2022Q1
456,Rivi Van der Merwe,2021-03-31 09:56:30+00:00,7,27,2021,2021Q1
457,Marcelline Masding,2021-11-20 06:31:58+00:00,4,39,2021,2021Q4
458,Norean Foker,2021-12-04 17:35:48+00:00,1,19,2021,2021Q4
459,Maisey Markie,2021-03-18 17:03:53+00:00,8,46,2021,2021Q1
460,Melva Goodge,2021-02-24 04:11:44+00:00,9,53,2021,2021Q1
461,Alfi Keepe,2021-10-31 02:58:11+00:00,5,81,2021,2021Q4
462,Correna Samter,2021-03-02 12:02:36+00:00,1,40,2021,2021Q1
463,Shell Castleman,2022-01-04 17:20:18+00:00,3,31,2022,2022Q1
464,Fanchette Sowrah,2021-08-26 12:16:02+00:00,11,71,2021,2021Q3
465,Hamnet Wooldridge,2022-01-24 07:09:01+00:00,8,70,2022,2022Q1
466,Chandler Amesbury,2021-10-09 22:10:46+00:00,7,87,2021,2021Q4
467,Sully Kubicki,2021-05-11 21:57:40+00:00,4,58,2021,2021Q2
468,Leela Mowatt,2021-05-25 08:41:00+00:00,8,72,2021,2021Q2
469,Shelby Reaveley,2022-01-14 23:53:12+00:00,8,108,2022,2022Q1
470,Lianne Huxton,2021-02-08 00:15:19+00:00,7,94,2021,2021Q1
471,Ethelda Owbrick,2021-02-07 23:47:52+00:00,8,60,2021,2021Q1
472,Payton Palmer,2021-11-05 03:06:42+00:00,10,43,2021,2021Q4
473,Berk Stennes,2021-04-22 07:55:22+00:00,7,84,2021,2021Q2
474,Calhoun Pester,2021-03-06 03:02:20+00:00,7,107,2021,2021Q1
475,Lebbie Ruberry,2021-10-25 18:25:28+00:00,8,94,2021,2021Q4
476,Friedrich Loton,2021-04-18 12:50:40+00:00,9,56,2021,2021Q2
477,Loella Cudiff,2021-02-08 09:30:15+00:00,3,64,2021,2021Q1
478,Tersina Shackelton,2021-11-03 20:59:18+00:00,8,81,2021,2021Q4
479,Doria Buard,2021-06-15 16:20:40+00:00,5,75,2021,2021Q2
480,Brena Issatt,2021-05-29 11:44:01+00:00,8,36,2021,2021Q2
481,Eileen Spikeings,2021-08-05 14:24:07+00:00,7,75,2021,2021Q3
482,Emmalynn Robilliard,2021-12-08 16:54:02+00:00,8,96,2021,2021Q4
483,Paco Truter,2021-06-12 09:00:44+00:00,5,68,2021,2021Q2
484,Arlene Piletic,2021-12-19 14:53:27+00:00,2,90,2021,2021Q4
485,Hill Oakeby,2022-02-14 23:50:27+00:00,1,95,2022,2022Q1
486,Joanie Janjusevic,2021-05-02 09:50:24+00:00,6,93,2021,2021Q2
487,Fanechka Cescon,2021-02-13 07:59:01+00:00,6,104,2021,2021Q1
488,Samantha Mundie,2021-09-11 11:12:45+00:00,3,102,2021,2021Q3
489,Arabelle Churching,2021-06-19 02:27:07+00:00,9,165,2021,2021Q2
490,Mathew Wyre,2021-05-02 20:01:12+00:00,2,129,2021,2021Q2
491,Liane Gladtbach,2021-08-17 22:56:06+00:00,11,104,2021,2021Q3
492,Lesya Zebedee,2021-05-15 15:39:19+00:00,2,86,2021,2021Q2
493,Dalis Coughan,2021-03-20 10:48:47+00:00,3,71,2021,2021Q1
494,Fredericka Blezard,2021-08-25 04:03:09+00:00,7,69,2021,2021Q3
495,Seth Kubacek,2021-03-31 19:15:51+00:00,5,50,2021,2021Q1
496,Carissa Bartel,2021-03-01 20:13:38+00:00,4,45,2021,2021Q1
497,Teddi Eadmeades,2021-10-11 14:30:13+00:00,6,118,2021,2021Q4
498,Teriann Bukowski,2022-01-10 08:28:43+00:00,10,147,2022,2022Q1
499,Holly Akehurst,2021-09-29 00:53:42+00:00,8,132,2021,2021Q3
500,Audrye Fazakerley,2021-04-08 02:27:08+00:00,2,83,2021,2021Q2
501,Adaline Sherrett,2021-09-16 03:17:23+00:00,10,53,2021,2021Q3
502,Myrtle Kenan,2021-04-20 03:33:22+00:00,8,37,2021,2021Q2
503,Anjanette Snepp,2021-10-28 11:48:58+00:00,6,45,2021,2021Q4
504,Avrit Henniger,2021-07-10 20:34:54+00:00,6,44,2021,2021Q3
505,Andi Norwich,2021-04-20 22:42:20+00:00,8,72,2021,2021Q2
506,Joye Pinson,2021-10-02 07:13:19+00:00,4,30,2021,2021Q4
507,Nonie Threadgould,2021-11-18 06:31:35+00:00,5,42,2021,2021Q4
508,Tommy Dehn,2021-04-26 12:30:00+00:00,7,113,2021,2021Q2
509,Tiphanie Neads,2022-01-19 21:11:05+00:00,10,44,2022,2022Q1
510,Zelda Sheavills,2021-03-07 20:24:50+00:00,3,33,2021,2021Q1
511,Cecilia Keynd,2021-07-31 06:10:51+00:00,1,109,2021,2021Q3
512,Malia Dungay,2021-08-26 07:18:58+00:00,8,68,2021,2021Q3
513,Garald McPhillips,2022-02-18 16:34:19+00:00,8,54,2022,2022Q1
514,Francis Jantel,2021-10-19 09:21:42+00:00,10,86,2021,2021Q4
515,Stephenie Yeowell,2021-12-04 04:16:48+00:00,3,67,2021,2021Q4
516,Kerry Neno,2021-10-08 02:32:38+00:00,10,132,2021,2021Q4
517,Falito Bellay,2021-06-10 21:42:06+00:00,8,125,2021,2021Q2
518,Cassandra McRobert,2021-02-20 22:20:53+00:00,9,148,2021,2021Q1
519,Perkin Brookbank,2021-04-29 05:20:41+00:00,6,85,2021,2021Q2
520,Kial Dulwitch,2021-12-22 01:59:59+00:00,7,82,2021,2021Q4
521,Paulita Cumberbatch,2021-11-26 12:59:46+00:00,8,48,2021,2021Q4
522,Gina Cutill,2021-10-28 19:05:53+00:00,5,22,2021,2021Q4
523,Darelle Wogden,2021-05-08 10:51:07+00:00,4,28,2021,2021Q2
524,Jacenta Pieterick,2021-08-07 04:31:22+00:00,8,70,2021,2021Q3
525,Maiga Jarmain,2021-03-03 10:46:50+00:00,9,62,2021,2021Q1
526,Vivie Darwood,2021-12-01 17:32:31+00:00,12,119,2021,2021Q4
527,Maxy Agnolo,2021-02-23 14:16:05+00:00,3,61,2021,2021Q1
528,Doyle Lawden,2021-03-20 08:53:56+00:00,5,108,2021,2021Q1
529,Deena Semarke,2021-10-06 06:06:47+00:00,5,94,2021,2021Q4
530,Jacques Branno,2022-01-17 03:31:09+00:00,8,82,2022,2022Q1
531,Daune Leaning,2022-02-10 12:32:39+00:00,10,87,2022,2022Q1
532,Alfreda Stittle,2021-07-20 16:08:08+00:00,3,28,2021,2021Q3
533,Tiertza Vanyashin,2022-02-04 20:16:06+00:00,3,75,2022,2022Q1
534,Rex Gligoraci,2021-10-06 12:49:28+00:00,7,102,2021,2021Q4
535,Jorry Koppel,2021-07-07 12:56:22+00:00,8,39,2021,2021Q3
536,Mellicent Grisard,2021-08-16 06:41:51+00:00,3,58,2021,2021Q3
537,Marya Norcutt,2022-01-16 21:23:39+00:00,2,111,2022,2022Q1
538,Rafferty Ferrettini,2021-09-27 21:27:53+00:00,11,145,2021,2021Q3
539,Grace Caulwell,2021-04-25 00:25:51+00:00,2,85,2021,2021Q2
540,Chrysler Cogswell,2021-03-25 08:08:41+00:00,8,40,2021,2021Q1
541,Jennie Greenway,2022-01-18 17:10:17+00:00,10,96,2022,2022Q1
542,Dewie Avann,2022-02-08 04:57:10+00:00,3,34,2022,2022Q1
543,Melodie Frazier,2021-07-11 16:41:31+00:00,11,55,2021,2021Q3
544,Curr Lafrentz,2021-04-25 22:43:01+00:00,7,95,2021,2021Q2
545,Allan Rickert,2022-01-24 08:26:50+00:00,7,79,2022,2022Q1
546,Zack Scroxton,2021-10-03 02:40:41+00:00,7,80,2021,2021Q4
547,Kirsteni Keatley,2021-09-03 16:49:39+00:00,2,82,2021,2021Q3
548,Pegeen Piccard,2021-06-18 15:20:18+00:00,8,77,2021,2021Q2
549,Antonina Semble,2021-08-24 04:50:51+00:00,10,56,2021,2021Q3
550,Ellene Cunnow,2021-04-24 10:10:48+00:00,7,68,2021,2021Q2
551,Lind Flips,2021-04-05 22:11:47+00:00,4,137,2021,2021Q2
552,Quintus McCallister,2021-04-25 22:30:37+00:00,3,34,2021,2021Q2
553,Bobette Buyers,2022-02-02 23:14:26+00:00,7,61,2022,2022Q1
554,Eziechiele Donson,2021-03-04 11:31:49+00:00,2,125,2021,2021Q1
555,Annabella Telezhkin,2022-01-07 05:21:00+00:00,2,102,2022,2022Q1
556,Giff Kelson,2021-08-29 06:02:42+00:00,10,109,2021,2021Q3
557,Kamila Collumbine,2021-05-04 10:13:08+00:00,6,143,2021,2021Q2
558,Avivah Dymond,2021-07-21 15:53:26+00:00,8,56,2021,2021Q3
559,Woodman Dake,2022-01-05 10:20:17+00:00,12,63,2022,2022Q1
560,Zena Buck,2021-11-06 07:15:24+00:00,5,89,2021,2021Q4
561,Saxon Eastop,2021-10-28 18:29:31+00:00,11,70,2021,2021Q4
562,Letisha Le Floch,2021-08-31 16:37:15+00:00,7,75,2021,2021Q3
563,Sharona Tweedy,2021-08-25 02:46:44+00:00,7,74,2021,2021Q3
564,Pietro Ogdahl,2021-05-01 17:41:48+00:00,4,32,2021,2021Q2
565,Karen Withnall,2021-07-27 20:45:40+00:00,11,38,2021,2021Q3
566,Ingrim Orrum,2021-12-08 11:57:56+00:00,5,163,2021,2021Q4
567,Annabelle Southon,2021-11-29 20:23:23+00:00,11,62,2021,2021Q4
568,Jody Ireland,2021-04-14 13:41:44+00:00,7,61,2021,2021Q2
569,Newton MacColl,2021-08-12 07:28:19+00:00,5,111,2021,2021Q3
570,Cati Orbell,2021-02-05 10:51:00+00:00,11,90,2021,2021Q1
571,Not Specified,2021-11-28 02:28:40+00:00,7,69,2021,2021Q4
572,Bethena Nissle,2021-04-23 09:48:13+00:00,8,60,2021,2021Q2
573,Hynda Wheatcroft,2021-08-29 01:59:39+00:00,8,57,2021,2021Q3
574,Laura Ginley,2021-10-04 16:28:21+00:00,5,104,2021,2021Q4
575,Edgard Sawden,2021-05-29 10:26:15+00:00,5,154,2021,2021Q2
576,Noak Windmill,2021-11-18 00:52:33+00:00,4,97,2021,2021Q4
577,Kenneth Ravenscroftt,2022-01-05 10:19:42+00:00,4,44,2022,2022Q1
578,Garfield Giovanitti,2022-01-14 05:54:04+00:00,4,68,2022,2022Q1
579,Deane Stivani,2021-03-31 04:27:17+00:00,4,38,2021,2021Q1
580,Eugenio Crumly,2021-04-05 19:25:24+00:00,7,98,2021,2021Q2
581,Gris Heino,2022-01-07 06:42:22+00:00,5,46,2022,2022Q1
582,Adams Whitington,2021-08-10 11:06:19+00:00,8,141,2021,2021Q3
583,Chrotoem Johanning,2021-11-04 09:51:55+00:00,5,27,2021,2021Q4
584,Renado Terne,2021-04-23 15:58:47+00:00,8,31,2021,2021Q2
585,Sonja Vero,2021-07-01 04:36:39+00:00,8,38,2021,2021Q3
586,Roanne Brant,2021-07-25 01:23:13+00:00,6,97,2021,2021Q3
587,Deina Magovern,2021-06-30 11:28:53+00:00,2,135,2021,2021Q2
588,Gabriell Paffitt,2021-10-18 12:14:36+00:00,7,136,2021,2021Q4
589,Emmeline Hantusch,2021-12-12 04:57:39+00:00,11,84,2021,2021Q4
590,Niven Morter,2021-05-17 07:18:48+00:00,12,47,2021,2021Q2
591,Antonia Ferdinand,2021-12-27 01:34:52+00:00,2,36,2021,2021Q4
592,Anni Mewton,2021-04-20 12:17:27+00:00,9,37,2021,2021Q2
593,Ruthi Liversedge,2021-09-11 16:28:28+00:00,6,67,2021,2021Q3
594,Vinny Liggins,2021-03-18 22:07:38+00:00,4,112,2021,2021Q1
595,Charita Wyldish,2021-10-12 22:01:00+00:00,4,54,2021,2021Q4
596,Noble Spere,2021-06-04 01:46:24+00:00,6,83,2021,2021Q2
597,Rahal Callf,2021-03-17 11:36:22+00:00,6,55,2021,2021Q1
598,Hope Yakovliv,2021-03-10 23:26:15+00:00,3,105,2021,2021Q1
599,Chrystal Kopje,2021-12-12 14:46:11+00:00,8,25,2021,2021Q4
600,Niels Jendrys,2021-05-03 08:55:24+00:00,10,58,2021,2021Q2
601,Vincents Lees,2021-09-08 17:09:48+00:00,3,32,2021,2021Q3
602,Gamaliel Simonnin,2021-08-29 14:31:30+00:00,4,79,2021,2021Q3
603,Zulema McGiffie,2021-07-29 04:57:18+00:00,2,40,2021,2021Q3
604,Trace Bowe,2021-11-19 08:02:23+00:00,7,51,2021,2021Q4
605,Matteo De Clairmont,2021-07-12 23:31:13+00:00,6,173,2021,2021Q3
606,Mitzi Zoane,2021-08-21 09:29:56+00:00,5,150,2021,2021Q3
607,Inglis Toogood,2021-08-25 10:07:55+00:00,2,59,2021,2021Q3
608,Rita Rakes,2021-06-19 12:52:29+00:00,9,37,2021,2021Q2
609,Doyle Galpen,2021-10-09 23:59:20+00:00,5,72,2021,2021Q4
610,Andreas Adkin,2021-12-01 00:02:41+00:00,5,128,2021,2021Q4
611,Hill Anders,2021-08-25 22:24:12+00:00,1,93,2021,2021Q3
612,Jazmin Orgel,2021-08-07 05:23:59+00:00,7,104,2021,2021Q3
613,Sigrid Leversha,2022-02-15 21:20:01+00:00,9,37,2022,2022Q1
614,Shawn O'Kinneally,2021-12-13 17:34:03+00:00,4,80,2021,2021Q4
615,Jillana Neeson,2021-06-12 05:50:40+00:00,3,111,2021,2021Q2
616,Emlen Whitton,2021-09-02 02:03:36+00:00,7,79,2021,2021Q3
617,Valenka Annwyl,2021-12-26 16:39:06+00:00,6,57,2021,2021Q4
618,Hasheem De la Yglesia,2021-10-13 13:06:05+00:00,8,69,2021,2021Q4
619,Karlene Hendonson,2021-07-04 21:23:44+00:00,10,111,2021,2021Q3
620,Cilka Cariss,2021-08-15 02:44:41+00:00,4,33,2021,2021Q3
621,Sheri Vice,2021-05-08 05:22:33+00:00,5,80,2021,2021Q2
622,Dodie Codlin,2021-03-14 09:53:53+00:00,6,74,2021,2021Q1
623,Not Specified,2022-01-04 17:42:48+00:00,7,48,2022,2022Q1
624,Stearne Boord,2021-11-10 05:00:20+00:00,6,62,2021,2021Q4
625,Toddy Bragger,2021-04-28 00:16:29+00:00,8,93,2021,2021Q2
626,Maribeth Stirtle,2021-04-06 18:16:06+00:00,7,118,2021,2021Q2
627,Deanne Pilcher,2021-11-19 09:36:41+00:00,6,86,2021,2021Q4
628,Adan Simonds,2021-12-19 13:16:46+00:00,3,121,2021,2021Q4
629,Goldia Gottelier,2021-11-07 06:24:02+00:00,6,84,2021,2021Q4
630,Adler Allon,2021-07-18 04:20:02+00:00,5,99,2021,2021Q3
631,Yettie Tellenbrok,2021-11-12 14:12:30+00:00,9,29,2021,2021Q4
632,Loree Dytham,2022-02-16 08:39:30+00:00,7,92,2022,2022Q1
633,Charline Axtell,2021-09-19 15:49:14+00:00,9,69,2021,2021Q3
634,Duff Bauld,2021-12-10 01:40:03+00:00,5,60,2021,2021Q4
635,Winne Kemet,2021-06-03 02:26:49+00:00,3,85,2021,2021Q2
636,Adair Spellessy,2021-12-18 18:21:44+00:00,11,115,2021,2021Q4
637,Serena Iacovolo,2021-06-08 19:19:29+00:00,6,89,2021,2021Q2
638,Revkah Franke,2021-04-11 08:45:42+00:00,2,93,2021,2021Q2
639,Candis Brayshay,2021-02-04 08:09:56+00:00,11,71,2021,2021Q1
640,Auguste Savage,2021-04-09 17:40:07+00:00,6,91,2021,2021Q2
641,Muffin Oldall,2021-08-26 17:59:42+00:00,6,120,2021,2021Q3
642,Ronda Prichard,2022-02-18 11:53:32+00:00,4,65,2022,2022Q1
643,Andi Haylett,2021-10-30 16:13:54+00:00,6,104,2021,2021Q4
644,Bjorn Cremen,2021-07-26 23:50:08+00:00,5,62,2021,2021Q3
645,Hedvige Vogelein,2021-02-05 01:19:11+00:00,9,63,2021,2021Q1
646,Shelagh Scoffins,2021-09-27 15:35:59+00:00,6,148,2021,2021Q3
647,Flori Priscott,2022-01-27 19:23:12+00:00,8,41,2022,2022Q1
648,August Scotsbrook,2021-05-08 12:36:31+00:00,6,37,2021,2021Q2
649,Karina Brunt,2021-05-12 13:10:15+00:00,8,52,2021,2021Q2
650,Callida Helmke,2021-09-08 15:11:04+00:00,9,124,2021,2021Q3
651,Shirlee Morcomb,2021-09-27 11:14:02+00:00,6,54,2021,2021Q3
652,Corabel Fowlestone,2021-11-17 14:28:16+00:00,2,68,2021,2021Q4
653,Catlee Baroc,2021-10-08 22:28:59+00:00,5,71,2021,2021Q4
654,Gloria Semechik,2021-06-19 03:05:48+00:00,9,133,2021,2021Q2
655,Juliette Josuweit,2021-11-29 13:22:57+00:00,7,68,2021,2021Q4
656,Fayina Trevarthen,2021-07-15 22:42:57+00:00,6,30,2021,2021Q3
657,Gawen Saggs,2021-10-06 13:28:02+00:00,2,41,2021,2021Q4
658,Valeria Bidwell,2021-07-30 11:00:26+00:00,4,45,2021,2021Q3
659,Tailor Phizakarley,2021-12-29 00:43:35+00:00,5,44,2021,2021Q4
660,Beaufort Fifoot,2021-09-01 01:18:37+00:00,4,154,2021,2021Q3
661,Winnie Nalder,2021-02-16 19:23:07+00:00,5,63,2021,2021Q1
662,Ingunna Sikorski,2022-02-04 17:23:50+00:00,3,75,2022,2022Q1
663,Catha Gowrie,,4,85,-1,
664,Meara Leipelt,2021-08-10 11:12:53+00:00,9,90,2021,2021Q3
665,Noah Blazejewski,2021-08-31 16:10:47+00:00,10,44,2021,2021Q3
666,Rad Malt,2021-04-06 02:41:00+00:00,6,135,2021,2021Q2
667,Jinny Navarre,2021-10-08 18:12:40+00:00,8,67,2021,2021Q4
668,Larry Markus,2021-09-16 01:10:45+00:00,8,103,2021,2021Q3
669,Shannan Wollen,2021-02-23 18:13:10+00:00,10,28,2021,2021Q1
670,Cordelia Hembling,2021-12-27 06:46:11+00:00,5,94,2021,2021Q4
671,Ernaline Stroulger,2021-12-09 07:06:19+00:00,8,91,2021,2021Q4
672,Windham Biesterfeld,2021-05-09 01:14:51+00:00,5,61,2021,2021Q2
673,Cosette Briffett,2022-01-15 02:19:34+00:00,6,88,2022,2022Q1
674,Marita Wakeman,2021-06-20 17:40:30+00:00,3,157,2021,2021Q2
675,Roxanna Verny,2021-10-13 12:19:36+00:00,7,68,2021,2021Q4
676,My Challice,2021-12-30 10:24:40+00:00,4,163,2021,2021Q4
677,Karel Lyne,2021-04-21 07:40:11+00:00,3,32,2021,2021Q2
